,Restaurant_name,review_title,review_content,review_rating
502,The Ledbury,Always a pleasant dining experience ,"My first visit to The Ledbury was in 2015 whilst on a business trip. People were surprised I was able to book a table within a month of the visit. Roll forward to today, I have been to this restaurant four times. What's special is...More",5
503,The Ledbury,World Class,"Outstanding in every aspect. Setting was wonderful, like a private home dining room on a quiet corner in a lovely neighborhood. The staff was as professional as they come and the food was remarkable. A bit pricy but worth every pound.",5
504,The Ledbury,Great experience!!,"Perfect food, nice presentation with quality raw materials.  My favorite dish was the pigeon and the  lamb. Professional and friendly service.",5
505,The Ledbury,Just wow ,"what an amazing please The taste and presentation A•
The Service A•
The ambience A•
What more could you asked for
Highly recommended",5
506,The Ledbury,One of the best meals I ever had - Should be Michelin 3 Stars,"Having just visited Restaurant Gordon Ramsay the night before, I did not think I could be blown away as much as I did when I visited for lunch. When I told the Restaurant Manager at Restaurant Gordon Ramsay the night before I was visiting The...More",5
507,The Ledbury,Magic!,"You feel the energy as you walk in.  These people love what they do and are passionate about every aspect.  The venue, the service, their food knowledge - all excellent.  We had the tasting menu which can tend to be ''bitty'' in some restaurants, but...More",5
508,The Ledbury,Spectacular,"The food and service here is spectacular, we went for lunch and had the 4 course set menu. It is expensive but you will not be disappointed. This was a treat for us and very enjoyable.",5
509,The Ledbury,My favourite restaurant in London ,"What a restaurant, great food and service. Thoroughly recommend the Ledbury restaurant. It is very expensive but worth every cent. A must restaurant if you are visiting London, like me. I will come back.",5
510,The Ledbury,Memorable bday dinner,"Excellent service and lovely ambience. Was worth the wait as we made a reservation 3-4 months in advance. Food lived up to expectations, and was well topped off as a bday dessert was served up on the house!",5
511,The Ledbury,Best birthday dinner ! ,This is one of the best restaurants in London. The tasting menu was absolutely amazing. The service is top level here. Great choice of wine and innovative dishes.,5
512,The Ledbury,Best restaurant in London,"It's a two stars restaurant . The reason it's not three stars because of the environment .  
Food is very good and reasonable in price. Make sure you book it a month a head  for the table . Every dish is good . Although not...More",5
513,The Ledbury,"I was anticipating something superb, it out did my expectations",We had been wanting to go to the Ledbury for quite a while and took this opportunity while in London to make a booking.  Well I had a friend make the booking for us a month or so before.  We went for lunch and had...More,5
514,The Ledbury,Average for Two-Michelin-Star ,"The signature 7-course tasting menu was good as per all the reviews and Michelin starred resturant standard. Service is impeccable, warm and natural. It was dinner time, the curtains were drawn, and there was not a single plant in the dinning floor, except the cooked...More",4
515,The Ledbury,Great food & wine for omnivores and vegetarians,"We had a degustation menu for omnivores and a degustation menu for vegetarians; and both were excellent. The difference in most courses was minimal except for the fish and meat courses, and the vegetarian alternatives for these were excellent. The matched wines were perfect and...More",5
516,The Ledbury,Best restaurant.,Just visited this restaurant with 5 family members and I can't wait to go back. Incredible restaurant and friendly service.,5
517,The Ledbury,Excellent Faire,"From start to end the food was simply put sublime.
Even the bread was fantastic.The staff are super attentive but not in your face , just the right amount and level of service to ensure they are there when needed .We had 3 amuse bouche...More",5
518,The Ledbury,most amazing food and lovely welcoming unpretentious staff,I can only echo the other positive reviews by saying that dining here is a memorable and fabulous treat. All the little extras and the quality of the food was outstanding and it was certainly a fitting venue for a special birthday celebration.  They even...More,5
519,The Ledbury,Good but not memorable ,"What makes a restaurant the number 8 in London and the 27th in the world?
My answer is unforgettable dishes. Memories that will eco in your brain for years and make you think that everyday is a Ledbury day. 
Unfortunately this didn't happen. Don't get...More",3
520,The Ledbury,Superb Food and excellent unpretentious service,"Food outstanding, although my cuttlefish was slightly chewy (at these prices I feel I can be picky!)

But overall a meal you would expect given its reputation. A lovely room, service absolutely impeccable, attentive, unobtrusive and without pretension, and lovely food. My pet hate, as...More",5
521,The Ledbury,Excellent food,"We came late for dinner on a Sunday. Lots of people. When we were about to finish our meal the place was closing. Bad timing. However, the food was excellent with nice matching wines. We went for a tasting menu which was a real treat....More",5
